year,prov,gdp,id,island,primary,secondary,tertiary,agri_gdp,constr_gdp,manuf_gdp,utilities_gdp,sec_gdp,tert_gdp,tsunami_aceh,aceh_northsumatra,tsunami_sumatra,log_cap_gr,tsunami_sumatra_alt,tsunami_sumatra_alternative,region,district_type,longitude,latitude,noncoastal,log_gr,tsunami_yrs,region2,tsunami_aceh1,tsunami_aceh2,tsunami_aceh3,tsunami_sumatra1,tsunami_sumatra2,tsunami_sumatra3,aceh_treat1,aceh_treat2,aceh_treat3,sumatra_treat1,sumatra_treat2,sumatra_treat3,non_tsunami_yrs,aceh_lead1,aceh_lead2,aceh_lead3,sumatra_lead1,sumatra_lead2,sumatra_lead3,sumatra_treat1_05,sumatra_treat1_06,sumatra_treat1_07,sumatra_treat1_08,sumatra_treat1_09,sumatra_treat1_10,sumatra_treat1_11,sumatra_treat1_12,aceh_treat1_05,aceh_treat1_06,aceh_treat1_07,aceh_treat1_08,aceh_treat1_09,aceh_treat1_10,aceh_treat1_11,aceh_treat1_12,sumatra_treat2_05,sumatra_treat2_06,sumatra_treat2_07,sumatra_treat2_08,sumatra_treat2_09,sumatra_treat2_10,sumatra_treat2_11,sumatra_treat2_12,aceh_treat2_05,aceh_treat2_06,aceh_treat2_07,aceh_treat2_08,aceh_treat2_09,aceh_treat2_10,aceh_treat2_11,aceh_treat2_12,sumatra_treat3_05,sumatra_treat3_06,sumatra_treat3_07,sumatra_treat3_08,sumatra_treat3_09,sumatra_treat3_10,sumatra_treat3_11,sumatra_treat3_12,aceh_treat3_05,aceh_treat3_06,aceh_treat3_07,aceh_treat3_08,aceh_treat3_09,aceh_treat3_10,aceh_treat3_11,aceh_treat3_12,sumatra_lead1_00,sumatra_lead1_01,sumatra_lead1_02,sumatra_lead1_03,sumatra_lead1_04,aceh_lead1_00,aceh_lead1_01,aceh_lead1_02,aceh_lead1_03,aceh_lead1_04,sumatra_lead2_00,sumatra_lead2_01,sumatra_lead2_02,sumatra_lead2_03,sumatra_lead2_04,aceh_lead2_00,aceh_lead2_01,aceh_lead2_02,aceh_lead2_03,aceh_lead2_04,sumatra_lead3_00,sumatra_lead3_01,sumatra_lead3_02,sumatra_lead3_03,sumatra_lead3_04,aceh_lead3_00,aceh_lead3_01,aceh_lead3_02,aceh_lead3_03,aceh_lead3_04,region_year
2009,Sumatera Selatan,361.25346,296,Sumatra,696.43665,108.60736,107.67912,36.995777,10.98029,19.01383,.069912136,30.064034,29.807085,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.037790056,0,0,Musi Banyuasin,Kab,103.84236,-2.4433601,0,.062250052,1,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138621
2003,Sumatera Selatan,240.630148,296,Sumatra,636.29663,73.893394,70.130745,37.214478,8.6399317,22.008209,.060146246,30.708286,29.144621,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.97404742,0,,Musi Banyuasin,Kab,103.84236,-2.4433601,0,.060473479,0,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138207
2001,Sumatera Selatan,215.47304,296,Sumatra,613.03796,66.00631,63.089569,36.808983,8.1334772,22.441965,.057768714,30.633211,29.279566,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.032004397,0,,Musi Banyuasin,Kab,103.84236,-2.4433601,0,.048171986,0,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138069
2011,Sumatera Selatan,417.99992,296,Sumatra,720.52905,120.84094,130.7818,34.408424,10.816155,18.019798,.073368438,28.909323,31.287518,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.059754025,0,0,Musi Banyuasin,Kab,103.84236,-2.4433601,0,.079694234,1,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138759
2010,Sumatera Selatan,385.98056,296,Sumatra,708.18073,114.04478,118.00456,35.878933,10.895715,18.578609,.072444066,29.546766,30.57267,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,-.0047005829,0,0,Musi Banyuasin,Kab,103.84236,-2.4433601,0,.066207185,1,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138690
2000,Sumatera Selatan,205.339316,296,Sumatra,605.15027,62.478096,61.178642,36.819897,7.992291,22.3778,.056666207,30.426758,29.793924,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,-.033756152,0,,Musi Banyuasin,Kab,103.84236,-2.4433601,0,-.1847035,0,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138000
2006,Sumatera Selatan,298.173607,296,Sumatra,663.82019,91.623924,85.927971,37.816566,9.9281855,20.735954,.064241767,30.728382,28.8181,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.042121258,0,0,Musi Banyuasin,Kab,103.84236,-2.4433601,0,.067498907,1,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138414
2004,Sumatera Selatan,257.972164,296,Sumatra,641.05469,79.252914,74.764648,37.477409,9.1197014,21.5408,.060998052,30.721498,28.981672,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.043568585,0,0,Musi Banyuasin,Kab,103.84236,-2.4433601,0,.069590591,1,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138276
2005,Sumatera Selatan,278.71144,296,Sumatra,652.55164,85.673599,80.325478,37.750286,9.6177902,21.059542,.061843175,30.739176,28.820301,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.051377833,0,0,Musi Banyuasin,Kab,103.84236,-2.4433601,0,.077325292,1,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138345
2002,Sumatera Selatan,226.509666,296,Sumatra,621.78131,69.89975,66.229347,36.947552,8.2951136,22.505306,.059080921,30.859499,29.239082,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.034125343,0,,Musi Banyuasin,Kab,103.84236,-2.4433601,0,.049951822,0,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138138
1999,Sumatera Selatan,246.9948063902385,296,Sumatra,,,,,,,,,,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,,0,,Musi Banyuasin,Kab,103.84236,-2.4433601,0,,0,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137931
2012,Sumatera Selatan,455.50508,296,Sumatra,738.8725,126.93108,145.22118,32.716824,10.4669,17.32494,.07416822,27.866009,31.881351,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.060824551,0,0,Musi Banyuasin,Kab,103.84236,-2.4433601,0,.085925631,1,69,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138828
2012,Sumatera Selatan,238.72742,297,Sumatra,247.8163,41.45182,44.93354,59.640507,6.2312155,11.009477,.1229687,17.363661,18.822111,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.063519552,0,0,Musi Rawas,Kab,102.95395,-2.95733,0,.0769675,1,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140840
2009,Sumatera Selatan,191.35602,297,Sumatra,214.72356,33.983261,35.821701,59.492802,5.9800053,11.657046,.12212837,17.75918,18.719923,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.047546927,0,0,Musi Rawas,Kab,102.95395,-2.95733,0,.06088208,1,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140630
1999,Sumatera Selatan,135.4766815858872,297,Sumatra,,,,,,,,,,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,,0,,Musi Rawas,Kab,102.95395,-2.95733,0,,0,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139930
2004,Sumatera Selatan,137.656434,297,Sumatra,168.38553,24.817629,27.16168,58.497967,5.6683087,12.245575,.11478867,18.028673,19.731501,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.041221414,0,0,Musi Rawas,Kab,102.95395,-2.95733,0,.055667754,1,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140280
2001,Sumatera Selatan,117.646384,297,Sumatra,151.87646,21.460958,23.301203,58.045864,5.7643623,12.365687,.11186914,18.241919,19.806135,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.028362747,0,,Musi Rawas,Kab,102.95395,-2.95733,0,.043587346,0,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140070
2007,Sumatera Selatan,168.43867025,297,Sumatra,194.22499,30.413919,31.817837,59.142567,5.7524943,12.182227,.12165392,18.056376,18.889864,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.06666664,0,0,Musi Rawas,Kab,102.95395,-2.95733,0,.080672674,1,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140490
2006,Sumatera Selatan,155.383932,297,Sumatra,186.00494,27.788406,30.050949,59.051804,5.5612197,12.207073,.11541348,17.883707,19.339806,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.045684855,0,0,Musi Rawas,Kab,102.95395,-2.95733,0,.059937857,1,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140420
2010,Sumatera Selatan,204.51292,297,Sumatra,225.1474,35.724121,38.325161,59.716286,5.9629679,11.382646,.12229056,17.467905,18.739727,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.028548112,0,0,Musi Rawas,Kab,102.95395,-2.95733,0,.066495478,1,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140700
2000,Sumatera Selatan,112.62864,297,Sumatra,152.81593,20.005459,22.309494,58.581818,5.5346117,12.120318,.10738832,17.76232,19.808012,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,-.09138798,0,,Musi Rawas,Kab,102.95395,-2.95733,0,-.1847035,0,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
2003,Sumatera Selatan,130.202798,297,Sumatra,161.61897,23.545481,25.863375,58.237137,5.8557572,12.113571,.11436928,18.083698,19.863916,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.032778595,0,,Musi Rawas,Kab,102.95395,-2.95733,0,.052079212,0,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140210
2005,Sumatera Selatan,146.34417,297,Sumatra,177.06268,26.212858,28.49008,58.935555,5.5099359,12.286538,.11531447,17.911789,19.467861,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.046832304,0,0,Musi Rawas,Kab,102.95395,-2.95733,0,.061200205,1,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140350
2008,Sumatera Selatan,180.05342126,297,Sumatra,205.15999,32.308365,33.902737,59.2486,5.8834395,11.938273,.12205266,17.943766,18.829266,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.052965507,0,0,Musi Rawas,Kab,102.95395,-2.95733,0,.066681884,1,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140560
2011,Sumatera Selatan,221.04248,297,Sumatra,237.14728,38.251362,41.406719,59.844414,6.0130434,11.169518,.12241991,17.304983,18.732471,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.057785273,0,0,Musi Rawas,Kab,102.95395,-2.95733,0,.077723749,1,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140770
2002,Sumatera Selatan,123.595484,297,Sumatra,155.78294,22.447746,24.503979,58.185837,5.9079976,12.139894,.11437958,18.162271,19.825951,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.34048691,0,,Musi Rawas,Kab,102.95395,-2.95733,0,.049330629,0,70,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140140
2001,Nanggroe Aceh Darussalam,55.70898575,299,Sumatra,27.807611,5.0351558,22.866219,48.920593,3.6203136,5.3068299,.11117524,9.0383186,41.045834,Tsunami stricken,1,Tsunami stricken,.019485448,0,,Nagan Raya,Kab,96.51413,4.1644802,0,.021882392,0,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,142071
2003,Nanggroe Aceh Darussalam,59.65787246,299,Sumatra,29.718821,5.3918257,24.547224,48.725407,3.6612587,5.2660627,.11058986,9.0379114,41.146664,Tsunami stricken,1,Tsunami stricken,.033890497,0,,Nagan Raya,Kab,96.51413,4.1644802,0,.036287483,0,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,142213
2012,Nanggroe Aceh Darussalam,87.30868,299,Sumatra,40.827801,7.7563801,38.723679,44.31974,5.3045812,3.2674644,.31181321,8.8838587,44.352612,Tsunami stricken,1,Tsunami stricken,.029652925,0,.11111111,Nagan Raya,Kab,96.51413,4.1644802,0,.049577519,1,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142852
1999,Nanggroe Aceh Darussalam,56.85172065011945,299,Sumatra,,,,,,,,,,Tsunami stricken,1,Tsunami stricken,,0,,Nagan Raya,Kab,96.51413,4.1644802,0,,0,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141929
2006,Nanggroe Aceh Darussalam,67.39825487500001,299,Sumatra,35.630764,4.6084929,27.158998,51.420891,3.360352,3.3470092,.13034201,6.8377037,40.296295,Tsunami stricken,1,Tsunami stricken,.039864041,0,.11111111,Nagan Raya,Kab,96.51413,4.1644802,0,.041809715,1,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142426
2009,Nanggroe Aceh Darussalam,76.22638000000001,299,Sumatra,36.689259,6.3509002,33.186218,46.237587,4.8419194,3.2272291,.2624813,8.3316307,43.536396,Tsunami stricken,1,Tsunami stricken,.025347639,0,.11111111,Nagan Raya,Kab,96.51413,4.1644802,0,.034035832,1,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142639
2002,Nanggroe Aceh Darussalam,57.53184575,299,Sumatra,28.715446,5.2270193,23.589378,48.885353,3.6412361,5.3332043,.11099648,9.0854368,41.002296,Tsunami stricken,1,Tsunami stricken,.029800139,0,,Nagan Raya,Kab,96.51413,4.1644802,0,.032197177,0,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,142142
2007,Nanggroe Aceh Darussalam,72.55190875,299,Sumatra,38.339142,5.2435441,28.969223,51.271961,3.8875048,3.1650546,.17474073,7.2273002,39.928959,Tsunami stricken,1,Tsunami stricken,.072417676,0,.11111111,Nagan Raya,Kab,96.51413,4.1644802,0,.073683165,1,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142497
2011,Nanggroe Aceh Darussalam,83.08568,299,Sumatra,39.164841,7.2143602,36.705662,44.986382,5.1665945,3.2164147,.30002764,8.6830368,44.178085,Tsunami stricken,1,Tsunami stricken,.019708317,0,.11111111,Nagan Raya,Kab,96.51413,4.1644802,0,.045820948,1,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142781
